date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m,precipitation,wind_speed_10m,surface_pressure
2018-01-01,26.083895,32.9,21.75,72.34585,0.0,7.1684585,1008.0329
2018-01-02,25.479166,32.8,20.55,72.37124,0.0,6.494144,1007.3967
2018-01-03,25.372917,33.05,20.25,65.714165,0.0,6.978639,1008.3022
2018-01-04,25.439583,33.15,20.45,57.21645,0.0,8.467377,1009.48737
2018-01-05,24.704168,31.45,19.25,58.310604,0.0,7.3796353,1009.698
2018-01-06,24.7875,30.25,20.35,79.161606,0.0,7.981483,1009.0918
2018-01-07,26.25,30.9,22.45,83.87189,0.0,8.668791,1008.6335
2018-01-08,26.510416,30.9,23.3,85.86407,0.1,7.9858937,1009.28394
2018-01-09,26.63125,30.85,24.05,85.19555,0.0,8.308572,1009.314
2018-01-10,26.606249,29.8,24.35,85.273674,0.7,8.8672905,1009.3845
2018-01-11,26.833334,30.95,24.0,83.841644,0.1,9.1124935,1008.7128
2018-01-12,26.71875,31.15,24.05,85.1515,0.0,9.880076,1008.7119
2018-01-13,26.552084,31.0,24.05,84.69981,0.1,8.420624,1008.1577
2018-01-14,26.929167,31.9,24.25,82.158554,0.1,8.085369,1008.2354
2018-01-15,26.720833,30.2,24.2,85.346245,1.0,8.703211,1008.7493
2018-01-16,27.177084,31.0,24.0,84.21445,0.0,9.526679,1008.8401
2018-01-17,27.30625,31.5,24.6,83.73172,0.1,10.01448,1007.9681
2018-01-18,27.316666,31.5,24.65,84.82837,0.0,9.164965,1007.7935
2018-01-19,27.241667,31.45,24.55,84.51223,0.0,9.811296,1008.0591
2018-01-20,27.264582,30.35,25.2,85.91599,2.0,10.446292,1007.61035
2018-01-21,27.479166,31.15,25.35,84.406136,0.8,8.48529,1007.5911
2018-01-22,27.512499,32.4,25.2,83.49663,0.1,8.497056,1007.3669
2018-01-23,27.375,31.85,24.7,81.92777,0.1,8.601081,1007.63184
2018-01-24,27.31875,31.2,24.75,84.08545,0.3,7.9075675,1007.2573
2018-01-25,27.270834,31.95,24.65,81.1285,0.0,7.0053277,1007.29425
2018-01-26,26.752083,31.65,24.0,81.77083,0.0,8.598673,1006.8913
2018-01-27,26.902084,31.95,23.95,82.89833,0.0,8.47306,1006.6181
2018-01-28,27.25,31.6,24.4,82.578514,0.0,9.491459,1006.5999
2018-01-29,27.445833,31.45,24.85,84.59098,0.0,8.955148,1007.3289
2018-01-30,27.710417,32.95,24.85,83.126686,0.2,7.343904,1007.1397
2018-01-31,27.739584,32.95,25.1,83.53899,0.0,7.497743,1005.6807
2018-02-01,27.741667,31.8,25.05,84.3443,0.0,9.284811,1005.55194
2018-02-02,28.022917,31.85,25.9,83.15882,0.5,10.217965,1005.8742
2018-02-03,27.997917,31.7,25.5,83.50476,0.0,9.452862,1005.99457
2018-02-04,27.970833,31.85,25.5,84.843376,0.0,10.632289,1005.12964
2018-02-05,28.347916,31.8,25.95,83.33989,0.0,12.952535,1005.16156
2018-02-06,28.4625,31.5,26.65,83.39169,0.1,14.017505,1005.6364
2018-02-07,28.629166,31.4,26.85,82.16236,1.0,13.718415,1005.6377
2018-02-08,28.545832,31.25,26.65,82.858406,0.0,12.60809,1005.9655
2018-02-09,28.272917,31.0,26.95,83.14979,1.3,14.346904,1006.3293
2018-02-10,28.166666,31.05,26.3,84.52128,1.8,12.412574,1005.14777
2018-02-11,27.862501,30.25,26.4,82.88682,1.2,13.024234,1006.243
2018-02-12,27.59375,31.3,24.0,82.98178,5.3,8.165068,1007.11395
2018-02-13,27.766668,30.95,25.55,85.54134,0.4,8.283736,1007.28564
2018-02-14,28.393751,32.55,25.95,82.90653,0.2,11.305982,1007.2447
2018-02-15,28.066666,31.35,25.45,84.95479,0.8,10.23314,1007.0469
2018-02-16,28.387499,31.7,26.45,83.44401,0.0,11.519241,1007.3445
2018-02-17,28.38125,31.15,26.75,83.62285,0.1,14.220169,1006.8872
2018-02-18,27.102083,28.9,25.8,86.8469,6.1000004,10.281848,1007.2059
2018-02-19,28.081251,32.0,25.45,84.62054,0.0,7.4411144,1006.1323
2018-02-20,28.445833,31.8,26.45,82.61851,2.8000002,10.344525,1005.8774
2018-02-21,28.014582,30.8,25.85,80.2004,0.1,14.41936,1005.5374
2018-02-22,28.364584,31.7,26.55,78.742,0.0,11.751915,1005.511
2018-02-23,28.3125,31.35,25.85,79.24794,0.0,11.073903,1005.4565
2018-02-24,26.75625,29.55,24.05,85.61022,6.6,8.493348,1006.82904
2018-02-25,28.03125,32.4,24.85,81.71665,13.900001,8.718144,1007.2627
2018-02-26,25.875,28.0,24.0,88.89333,13.5,9.60314,1008.6223
2018-02-27,27.081251,30.5,23.7,82.7539,1.6,6.533251,1008.8269
2018-02-28,27.910416,30.75,25.4,78.889565,0.0,8.80115,1009.15753
2018-03-01,27.856249,30.0,26.65,82.002945,2.2,12.06273,1009.523
2018-03-02,27.9125,30.55,25.85,80.68097,0.7,11.1017065,1008.55475
2018-03-03,28.041666,30.75,26.25,81.918144,0.0,12.202771,1007.6661
2018-03-04,27.991667,30.9,26.7,81.55381,1.4,12.059692,1007.753
2018-03-05,27.670832,29.7,26.35,80.55555,0.5,12.090861,1007.5095
2018-03-06,27.699999,30.75,25.65,80.57194,0.3,10.394315,1007.3101
2018-03-07,28.025,30.65,26.05,79.653114,0.3,10.54949,1008.1482
2018-03-08,28.010416,30.6,26.45,80.46929,1.5999999,11.578484,1008.7676
2018-03-09,28.0875,30.45,26.3,80.60956,1.3,12.613316,1008.61847
2018-03-10,28.027084,30.35,26.5,80.40183,3.6,12.889882,1008.42267
2018-03-11,27.885416,30.1,26.7,82.37636,1.1,13.554073,1008.4424
2018-03-12,27.995834,30.2,26.35,82.04507,2.3,12.263802,1009.071
2018-03-13,28.375,31.0,26.65,80.34553,0.3,12.731153,1008.88257
2018-03-14,28.460417,31.35,26.6,80.24377,0.0,11.906659,1007.927
2018-03-15,28.435417,31.0,26.8,79.80377,0.5,13.622032,1007.3532
2018-03-16,28.358332,31.0,26.8,80.78446,0.4,13.539551,1006.77057
2018-03-17,28.137499,30.75,26.05,81.46493,0.0,13.25361,1006.8645
2018-03-18,27.808334,30.95,26.05,82.81593,0.6,11.106898,1006.32983
2018-03-19,27.989584,30.5,26.3,82.910866,0.4,13.038665,1006.564
2018-03-20,28.195833,30.25,27.0,80.672874,4.2,13.680627,1006.98975
2018-03-21,28.09375,30.4,26.55,82.49951,1.0,12.547675,1007.97833
2018-03-22,27.622917,31.2,25.5,84.31132,0.4,10.725493,1008.2741
2018-03-23,27.535416,30.8,24.8,84.19717,9.5,9.041177,1007.73706
2018-03-24,26.829168,30.35,24.25,84.14013,0.3,8.581098,1006.8753
2018-03-25,27.895834,31.1,25.85,83.311264,2.3999999,8.337723,1006.7005
2018-03-26,28.154167,30.9,25.2,81.91616,1.3,10.459532,1007.4799
2018-03-27,28.622917,30.9,26.7,80.299965,0.3,12.458251,1007.87006
2018-03-28,27.904167,29.7,26.55,83.63557,1.6,12.676745,1007.26605
2018-03-29,27.670832,30.25,26.45,84.04682,8.7,10.181076,1007.2725
2018-03-30,27.981249,31.4,25.9,83.780205,1.7,7.826527,1006.4559
2018-03-31,28.260416,31.55,26.1,83.86378,0.0,10.453073,1005.83026
2018-04-01,28.566666,31.7,26.65,82.20735,1.1,13.333054,1005.0552
2018-04-02,28.1875,30.65,26.1,82.81936,3.4,15.303273,1005.0315
2018-04-03,28.170832,30.8,26.8,82.50857,1.8000001,13.723689,1005.13947
2018-04-04,28.266668,31.05,26.6,80.86608,0.6,11.184754,1006.1795
2018-04-05,27.922918,30.2,26.0,82.99414,0.3,12.48602,1005.5949
2018-04-06,28.11875,31.35,26.05,83.12899,0.8,10.397979,1004.92706
2018-04-07,27.508333,30.45,25.45,84.64451,0.4,12.352553,1006.0532
2018-04-08,27.047918,29.3,25.5,84.692024,6.0,11.15908,1007.36346
2018-04-09,27.383333,30.4,24.7,83.10524,10.5,11.427528,1007.88556
2018-04-10,26.195833,28.9,24.05,88.26291,5.6,8.23949,1008.94073
2018-04-11,27.060417,29.95,23.95,82.788315,0.4,7.8492646,1007.70435
2018-04-12,27.647917,30.75,25.75,81.487816,0.3,11.503509,1007.7006
2018-04-13,27.768751,31.05,25.8,81.4257,3.6,11.722821,1008.6286
2018-04-14,27.877083,31.15,26.25,80.9081,1.4,12.222785,1009.43585
2018-04-15,27.491667,30.15,25.85,84.4764,2.1999998,8.414642,1009.9194
2018-04-16,27.877083,30.5,25.65,83.912865,1.3000001,8.794203,1009.18634
2018-04-17,27.839584,30.65,26.1,84.26173,0.6,9.757013,1009.43555
2018-04-18,27.639582,30.45,26.15,84.85672,4.2,10.693349,1009.9661
2018-04-19,28.09375,30.8,25.75,82.39451,0.6,12.785768,1009.21295
2018-04-20,27.643751,30.25,26.35,82.83244,1.5,13.095089,1008.5237
2018-04-21,27.010416,30.65,24.65,85.8129,8.400001,7.8216624,1008.3151
2018-04-22,27.608332,30.7,25.75,83.22779,0.6,8.960277,1008.5358
2018-04-23,27.710417,30.2,26.0,84.58715,7.1,11.314591,1008.24976
2018-04-24,28.127083,30.75,26.75,81.676674,0.4,13.691659,1008.3943
2018-04-25,28.137499,30.45,25.8,82.7792,0.2,11.977459,1008.73114
2018-04-26,27.775,31.05,25.2,83.54351,0.0,8.756938,1008.2045
2018-04-27,28.089584,31.35,25.7,81.9682,0.0,9.542835,1008.36066
2018-04-28,28.066666,31.6,25.75,82.70063,0.0,9.602024,1008.65155
2018-04-29,27.922918,30.15,26.95,82.65166,1.3000001,12.571575,1008.94147
2018-04-30,27.485418,29.45,26.35,83.66734,7.2,11.589565,1008.9008
2018-05-01,28.262499,31.2,26.05,80.20783,0.4,10.3680105,1008.6406
2018-05-02,28.025,30.3,26.65,82.65269,2.5,12.314757,1008.45166
2018-05-03,27.629166,30.3,25.8,81.83558,0.6,13.610252,1007.9207
2018-05-04,27.75625,31.3,25.4,83.35775,1.2,10.548575,1007.77203
2018-05-05,27.779167,31.05,25.4,83.28918,2.5,10.34217,1008.8864
2018-05-06,26.487501,29.45,24.3,89.60706,24.4,9.076596,1009.8576
2018-05-07,27.564583,30.25,25.55,84.23212,0.6,9.27404,1009.4917
2018-05-08,27.902084,31.0,25.75,82.81501,0.2,12.262302,1007.5986
2018-05-09,27.93125,30.35,25.95,81.24879,0.5,11.025231,1007.49066
2018-05-10,26.6875,30.15,24.35,87.501945,23.1,8.21174,1008.6577
2018-05-11,25.4625,27.6,24.0,91.60721,23.699999,4.684174,1009.592
2018-05-12,25.697916,30.7,23.55,90.542816,23.199999,5.4318156,1009.8723
2018-05-13,25.670832,30.45,23.0,88.827034,12.8,8.473128,1008.92
2018-05-14,27.5875,30.1,25.45,80.94169,0.5,8.51451,1008.8641
2018-05-15,27.191666,30.35,24.85,83.17503,2.0,7.73076,1008.8361
2018-05-16,26.797918,28.6,25.75,85.52927,6.2,9.341583,1008.42993
2018-05-17,26.862501,29.15,25.55,85.03991,0.4,9.631337,1008.63824
2018-05-18,26.614584,30.2,24.3,86.13529,3.7,6.3574595,1008.4825
2018-05-19,27.277084,30.1,25.0,84.32307,1.5,9.462626,1008.6414
2018-05-20,27.664583,30.35,26.0,81.07137,3.8999999,13.97582,1008.4448
2018-05-21,27.143751,29.45,25.05,83.31864,1.6,12.823617,1008.5323
2018-05-22,27.010416,29.35,25.25,85.32203,4.1,9.719264,1009.1674
2018-05-23,27.060417,29.7,25.35,84.95066,3.5,9.197876,1009.7913
2018-05-24,27.379166,30.1,25.45,82.48233,0.1,12.082585,1009.324
2018-05-25,26.527084,29.55,24.55,87.53658,2.9,12.657233,1008.2449
2018-05-26,25.679167,28.3,24.25,91.57549,20.3,8.148807,1008.6916
2018-05-27,25.845833,29.1,23.55,88.96868,13.799999,8.151697,1010.43463
2018-05-28,27.160416,31.25,24.3,81.609116,0.0,10.192688,1010.34076
2018-05-29,26.56875,27.95,25.85,84.884315,8.400001,9.705612,1010.2657
2018-05-30,26.56875,29.15,25.1,84.27792,11.200001,8.381029,1010.14923
2018-05-31,26.795832,28.9,24.75,84.82532,0.3,7.5550313,1009.95557
2018-06-01,27.043749,29.75,24.8,84.05901,3.6,9.778874,1009.866
2018-06-02,26.252083,28.35,24.75,87.80535,10.4,8.419269,1010.4627
2018-06-03,26.35,29.95,24.15,87.63013,9.0,7.2205663,1011.09125
2018-06-04,27.058334,29.7,24.95,83.448944,3.6000001,9.842579,1010.51465
2018-06-05,27.466667,29.75,25.4,82.67043,0.5,9.016978,1009.24567
2018-06-06,27.43125,29.95,25.35,83.67649,1.2,9.252127,1009.86066
2018-06-07,26.808334,29.35,24.95,86.546875,2.2,7.8600845,1011.21533
2018-06-08,27.341667,29.55,25.7,83.83643,2.2,10.846367,1010.48773
2018-06-09,26.125,27.55,24.4,89.05057,12.200001,10.62283,1010.76105
2018-06-10,25.8125,28.9,23.65,90.436035,11.2,7.9890056,1010.9167
2018-06-11,26.183334,29.2,23.25,88.00537,1.6,6.6528606,1011.12726
2018-06-12,27.170832,30.1,25.0,83.210365,0.3,9.423791,1011.43427
2018-06-13,27.079168,29.1,25.75,85.11558,3.5,9.524867,1011.20074
2018-06-14,27.129166,29.3,25.65,84.35087,1.4,9.883253,1011.0349
2018-06-15,26.31875,28.0,25.5,87.54873,6.5,10.218547,1010.9663
2018-06-16,25.997917,27.25,25.0,87.88807,5.4,10.301645,1011.29224
2018-06-17,26.18125,28.45,24.2,86.63098,11.2,12.491899,1011.4682
2018-06-18,24.625,27.35,23.2,93.580986,32.8,13.383765,1012.1961
2018-06-19,26.097916,29.15,23.8,80.94922,2.7,14.7403755,1011.73364
2018-06-20,26.054167,27.9,24.9,81.99482,6.9,14.655923,1011.6003
2018-06-21,24.464584,25.9,22.85,91.710815,26.5,11.282981,1012.12427
2018-06-22,25.166666,27.55,23.45,87.10172,1.4000001,11.456048,1012.2793
2018-06-23,24.335417,25.85,22.75,91.933136,16.3,10.401763,1011.8862
2018-06-24,25.6625,28.2,23.75,81.56534,0.8,10.115832,1010.8614
2018-06-25,25.629166,28.45,23.65,81.16718,0.0,9.022084,1009.9964
2018-06-26,24.981249,26.9,23.85,87.23075,9.7,9.425527,1009.98315
2018-06-27,26.018751,28.4,24.4,82.18763,0.8,12.9181595,1010.1865
2018-06-28,25.706251,27.85,23.9,84.6101,0.7,11.778545,1010.392
2018-06-29,25.716667,28.6,23.6,83.51064,2.0,11.47535,1009.4484
2018-06-30,25.139582,27.05,24.1,86.58495,3.3,12.474285,1008.52106
2018-07-01,24.383333,25.9,22.6,91.559425,13.5,11.2375555,1009.5088
2018-07-02,24.933334,27.2,23.15,87.77273,0.1,8.641477,1009.74585
2018-07-03,25.543749,27.55,23.95,84.21703,1.5,10.882965,1009.6799
2018-07-04,25.768751,28.0,24.35,83.31979,0.7,10.342818,1010.5546
2018-07-05,25.602083,28.7,23.8,85.75013,0.9,9.376821,1011.1811
2018-07-06,25.485418,28.2,23.0,85.487465,1.4,8.39052,1011.072
2018-07-07,25.910416,28.8,24.35,84.66059,1.1,10.046021,1011.31647
2018-07-08,25.175001,28.0,23.25,88.299675,3.1999998,8.031862,1011.39813
2018-07-09,25.685417,28.5,24.25,86.73328,0.7,8.94813,1011.87177
2018-07-10,25.716667,28.65,23.5,85.891624,1.1,9.973878,1012.22955
2018-07-11,25.862501,28.25,24.2,86.51307,1.6,9.6712265,1012.1018
2018-07-12,25.777084,27.75,24.4,84.1679,0.6,13.542838,1012.284
2018-07-13,25.816666,28.75,23.85,83.57903,3.8,12.344995,1011.6691
2018-07-14,25.235418,26.65,23.75,85.63498,5.2,12.712388,1011.36115
2018-07-15,25.585417,27.7,23.85,82.95791,1.6,14.250552,1011.2225
2018-07-16,25.375,27.4,23.95,85.35526,1.5,12.589824,1012.02734
2018-07-17,24.958334,26.7,23.85,88.3981,2.8,11.57998,1012.20703
2018-07-18,25.329168,27.8,23.8,86.93149,0.90000004,10.477595,1012.2473
2018-07-19,25.339584,27.65,23.8,86.11277,0.7,10.851569,1011.44507
2018-07-20,25.19375,27.3,24.05,87.40021,11.500001,13.429034,1010.571
2018-07-21,24.489584,25.7,23.2,91.202614,11.2,10.204638,1010.9729
2018-07-22,25.372917,27.9,23.5,87.46808,1.4,8.641376,1010.91315
2018-07-23,25.554167,28.45,23.6,87.41058,0.7,10.963963,1010.91876
2018-07-24,25.872917,27.95,24.5,85.63195,0.6,13.846829,1011.2205
2018-07-25,25.277084,27.5,23.3,87.63586,3.9,14.566188,1011.88525
2018-07-26,25.6625,28.4,23.9,83.270515,0.1,12.224963,1012.8403
2018-07-27,25.579168,28.55,23.7,85.16005,0.3,8.1531515,1012.56934
2018-07-28,25.59375,27.65,24.1,84.70222,1.2,12.419335,1012.1912
2018-07-29,25.260416,26.85,24.25,84.08758,2.2,15.838185,1011.9101
2018-07-30,25.393751,27.9,23.85,78.7958,1.0,13.042798,1012.22284
2018-07-31,25.116667,27.45,23.65,79.94628,1.7,13.24926,1012.17505
2018-08-01,25.13125,27.3,23.7,81.28683,0.2,12.326527,1011.24805
2018-08-02,25.300001,27.65,23.75,81.52835,1.5,13.244166,1011.0706
2018-08-03,25.0875,27.3,23.55,83.47801,1.3000001,12.263129,1011.5928
2018-08-04,24.804167,27.15,23.25,82.41455,1.4,12.48104,1012.555
2018-08-05,24.785416,27.9,22.5,79.57552,0.0,12.431823,1012.35944
2018-08-06,25.035416,27.25,23.45,77.89576,0.0,14.139156,1012.5444
2018-08-07,24.972916,27.85,23.35,81.24149,0.1,13.452626,1012.4524
2018-08-08,24.956251,27.95,22.7,82.7503,0.0,11.609374,1012.4148
2018-08-09,25.272917,28.8,23.45,83.24008,0.2,13.85876,1012.0598
2018-08-10,25.079168,27.6,23.55,84.573204,1.0,14.217933,1012.341
2018-08-11,25.3375,28.6,23.5,83.31283,0.70000005,11.974228,1012.0686
2018-08-12,25.322916,28.2,23.85,84.71435,0.5,12.530501,1011.8814
2018-08-13,23.483332,25.95,22.7,96.087006,77.6,12.204502,1011.52203
2018-08-14,24.910416,28.1,23.15,85.17484,0.3,10.731318,1011.57477
2018-08-15,25.28125,28.5,23.2,84.4808,0.5,12.675851,1012.37994
2018-08-16,25.46875,28.45,23.6,84.756645,0.0,13.71169,1012.8138
2018-08-17,25.362501,28.5,23.6,85.255936,0.2,12.522278,1011.96484
2018-08-18,25.199999,27.65,23.8,87.24581,0.90000004,13.329488,1010.7705
2018-08-19,24.939583,27.75,22.7,87.687614,9.900001,12.678524,1011.6789
2018-08-20,24.69375,27.5,22.9,89.5904,12.2,11.641137,1011.2322
2018-08-21,24.081251,26.5,22.65,93.03098,11.8,13.048274,1010.4251
2018-08-22,24.46875,27.2,23.0,90.68826,10.2,13.30825,1011.3095
2018-08-23,24.777084,26.55,23.45,87.82786,1.9000001,12.51139,1011.3118
2018-08-24,24.060417,27.05,22.7,92.042114,9.8,12.768392,1010.3086
2018-08-25,24.135416,25.55,22.45,91.51084,15.1,13.213654,1010.6252
2018-08-26,24.766668,27.45,22.6,88.29514,2.2,9.769655,1012.0268
2018-08-27,25.043749,28.35,22.6,85.60322,0.1,9.54473,1011.4178
2018-08-28,25.445833,28.0,23.7,86.027435,0.4,10.02112,1010.73505
2018-08-29,25.347916,28.55,23.7,86.63702,5.1,10.269721,1010.3435
2018-08-30,25.402084,27.45,23.85,85.30726,3.8000002,11.900668,1009.18823
2018-08-31,25.604166,27.45,24.35,83.8343,2.6000001,14.421002,1008.72003
2018-09-01,25.25625,26.7,24.45,85.62638,0.90000004,11.68123,1009.9521
2018-09-02,25.46875,27.75,23.95,85.9961,1.6,10.230571,1010.1158
2018-09-03,25.479166,28.2,24.0,86.36105,1.4000001,10.791191,1008.75653
2018-09-04,25.387499,27.95,23.95,87.10711,5.3,10.226113,1008.99274
2018-09-05,25.4125,28.25,23.85,88.09857,4.7999997,9.61348,1010.2858
2018-09-06,24.529167,26.85,23.15,92.83548,19.7,10.653876,1009.539
2018-09-07,24.272917,26.1,22.9,92.718056,16.6,12.017139,1008.9551
2018-09-08,24.197916,26.55,22.55,93.4309,14.1,10.101875,1009.84406
2018-09-09,25.35,27.85,23.75,87.07117,0.9,9.680299,1010.3643
2018-09-10,25.120834,26.5,23.7,89.58799,13.0,6.8886886,1011.04425
2018-09-11,24.956251,27.45,22.9,90.28063,5.3,6.2019696,1011.0139
2018-09-12,25.229166,28.0,22.95,88.137825,9.8,7.7128525,1010.75415
2018-09-13,26.054167,29.4,24.05,85.23786,1.4000001,8.15434,1009.59235
2018-09-14,25.8125,28.15,23.6,85.51417,1.0,9.697858,1009.59467
2018-09-15,25.779167,28.15,23.75,85.0743,1.6,10.229703,1010.2845
2018-09-16,25.887499,28.3,24.25,85.35244,3.6,8.055669,1010.144
2018-09-17,26.160416,28.5,24.05,84.917305,1.4,8.092069,1009.1193
2018-09-18,25.677084,27.95,23.9,88.9484,10.5,7.3732414,1009.3359
2018-09-19,25.427084,28.7,23.25,89.03946,4.7000003,6.418033,1009.2757
2018-09-20,26.475,29.3,24.4,85.84904,5.4,7.6409097,1008.51886
2018-09-21,25.720833,29.0,23.75,88.87498,11.3,9.2225275,1008.3426
2018-09-22,24.985418,27.55,23.5,93.0072,11.6,7.4190583,1009.0894
2018-09-23,25.449999,28.15,23.15,88.9931,2.7,7.02233,1009.4422
2018-09-24,26.168749,29.2,23.9,85.97648,1.3,7.8727818,1009.2066
2018-09-25,26.070833,29.05,24.1,86.67966,7.3,10.161644,1009.0645
2018-09-26,25.831251,28.5,24.0,87.752235,3.0,7.858891,1008.95874
2018-09-27,26.054167,28.2,24.2,84.88209,3.0,10.083682,1008.86066
2018-09-28,25.864584,29.3,23.35,87.08514,5.1,9.156688,1008.8343
2018-09-29,26.3125,29.05,24.2,83.98101,1.9000001,7.4292545,1008.7005
2018-09-30,26.422918,29.05,24.55,86.04868,1.8,7.324453,1009.0506
2018-10-01,26.404167,30.9,23.5,85.59201,2.0,7.1484904,1008.9922
2018-10-02,26.158333,28.9,24.05,85.35685,1.0,7.160936,1009.38947
2018-10-03,26.289583,28.75,24.4,84.964485,1.5,8.275151,1009.44867
2018-10-04,26.481249,29.8,24.05,84.77942,0.4,7.805446,1009.10504
2018-10-05,26.179167,28.6,24.6,86.9139,12.5,6.9126306,1009.46857
2018-10-06,25.895834,28.2,23.95,87.46232,5.3,5.4319267,1010.43506
2018-10-07,26.731249,30.05,24.35,85.21925,0.70000005,7.691572,1009.52686
2018-10-08,26.202082,29.0,23.95,87.7324,4.4,7.5898705,1008.7829
2018-10-09,26.352083,28.95,24.35,86.50201,4.4,8.254288,1008.6135
2018-10-10,26.729166,30.1,24.45,84.36844,0.8,8.469562,1008.9614
2018-10-11,26.483332,29.5,24.45,85.55561,6.2,7.562109,1009.6455
2018-10-12,24.810417,26.0,23.6,94.482155,43.3,6.6057453,1010.2354
2018-10-13,25.652084,27.8,24.3,90.64063,2.3,6.340758,1009.82623
2018-10-14,26.508333,30.35,24.1,85.84946,4.7,8.081896,1009.2258
2018-10-15,25.856249,29.0,23.45,90.08129,8.6,4.801389,1010.01483
2018-10-16,25.639582,30.15,23.85,91.51593,16.1,4.943467,1010.67413
2018-10-17,26.485418,30.45,22.6,85.76215,1.6000001,7.4164467,1009.7078
2018-10-18,26.754166,29.1,25.3,85.40665,5.3,8.792897,1008.6042
2018-10-19,26.572916,29.1,24.6,88.16437,8.5,6.4575353,1007.3598
2018-10-20,27.168749,30.05,24.65,85.1542,0.4,7.784059,1007.0816
2018-10-21,27.279167,30.4,25.2,85.345116,2.3999999,7.8783517,1007.3652
2018-10-22,27.079168,29.45,25.35,87.563255,2.2,6.238594,1007.78766
2018-10-23,27.158333,29.7,25.25,86.96865,3.6,9.743568,1008.8567
2018-10-24,26.429167,28.45,25.35,89.29215,6.5,7.0757804,1009.2004
2018-10-25,26.452082,29.7,24.4,87.19293,0.6,5.56605,1008.96344
2018-10-26,26.852083,30.0,23.6,84.75536,0.70000005,6.149935,1009.2243
2018-10-27,27.172918,30.55,25.25,85.98111,6.8,4.841932,1009.61346
2018-10-28,27.139582,30.6,24.8,86.17743,3.6,7.548832,1009.50494
2018-10-29,26.1,28.45,23.9,89.570244,8.3,4.1469355,1009.7424
2018-10-30,26.966667,30.9,23.9,85.766205,4.5,6.046311,1008.7678
2018-10-31,27.981249,31.55,25.1,83.63071,0.4,9.048919,1007.48267
2018-11-01,27.877083,30.45,25.9,85.23691,1.4,10.580215,1007.53595
2018-11-02,27.616667,30.2,26.15,84.82912,0.6,9.2212105,1008.1451
2018-11-03,27.414583,29.95,25.25,83.20956,1.1,7.756269,1007.757
2018-11-04,26.456251,28.85,24.4,89.04306,3.9,5.5589347,1008.1321
2018-11-05,26.966667,29.9,24.4,86.602356,0.7,5.9138417,1007.7327
2018-11-06,27.06875,29.9,25.8,86.88529,6.0,9.834811,1008.08276
2018-11-07,27.55625,30.2,25.55,83.42524,2.1,6.2827153,1008.9346
2018-11-08,27.2875,30.6,25.3,86.86776,0.5,6.5758605,1009.6849
2018-11-09,27.393751,29.9,25.1,84.915794,0.9,7.04946,1008.7254
2018-11-10,26.929167,30.2,23.9,87.74283,4.2,5.4826508,1007.8322
2018-11-11,27.741667,30.95,25.35,83.78049,0.4,7.467132,1007.0652
2018-11-12,27.672918,30.6,25.25,85.04437,0.90000004,7.0456977,1006.9566
2018-11-13,28.152084,32.25,24.9,83.720535,0.2,8.238204,1006.3948
2018-11-14,28.143751,30.75,26.4,83.84831,2.0,10.332786,1006.91034
2018-11-15,27.393751,29.4,25.8,85.85825,0.8,9.195964,1007.9231
2018-11-16,27.96875,31.2,25.05,81.983955,1.1,7.2776566,1008.96265
2018-11-17,27.9,30.4,25.45,82.10313,0.9,7.372973,1009.1949
2018-11-18,27.168749,29.15,25.25,87.14826,4.4,7.017698,1008.757
2018-11-19,27.039583,29.4,25.35,88.35111,0.6,6.9040074,1008.1158
2018-11-20,27.425001,30.1,24.75,85.646454,0.8,7.108252,1008.87946
2018-11-21,27.762499,30.65,25.45,83.014336,0.3,9.175719,1009.09406
2018-11-22,27.502083,30.25,24.75,84.82527,3.2,8.536113,1008.3604
2018-11-23,27.545832,30.45,25.4,86.23725,0.8,7.587092,1007.9118
2018-11-24,27.870834,31.8,25.45,86.30825,0.6,7.3412747,1008.5087
2018-11-25,28.316666,31.9,25.85,83.34747,0.1,9.86749,1007.94257
2018-11-26,28.141668,30.3,26.3,83.41386,1.0,9.90644,1007.5463
2018-11-27,26.472916,28.55,25.0,90.268585,12.0,5.60368,1007.6792
2018-11-28,28.104166,30.95,25.65,82.402534,0.1,6.3844795,1006.67303
2018-11-29,28.010416,32.3,25.05,84.253975,0.0,7.8575873,1006.34796
2018-11-30,27.941666,30.9,25.6,85.396416,0.70000005,8.743344,1006.6967
2018-12-01,27.647917,30.1,26.1,87.48636,2.2,8.740637,1007.6922
2018-12-02,27.589584,30.95,25.55,86.91503,1.7,7.07717,1007.5296
2018-12-03,27.908333,31.1,25.6,84.72491,0.5,7.41754,1006.62164
2018-12-04,27.262499,29.95,24.65,87.779106,1.2,5.152696,1005.92255
2018-12-05,27.779167,31.95,25.05,82.55532,0.0,6.942707,1006.1924
2018-12-06,27.4375,33.0,23.75,79.322845,0.0,7.1309056,1007.20825
2018-12-07,27.335417,32.1,23.75,80.0708,0.0,7.742288,1008.65424
2018-12-08,27.729166,31.1,25.05,82.60876,0.1,8.7629795,1009.6758
2018-12-09,27.71875,32.3,24.35,81.1157,0.2,6.8443704,1010.503
2018-12-10,27.581251,31.6,24.9,83.41457,0.0,7.2835746,1010.62665
2018-12-11,27.620834,30.65,25.15,82.76176,0.70000005,6.871821,1010.2238
2018-12-12,27.120834,30.5,24.8,86.79254,0.3,6.908961,1010.31976
